term,contrast,null.value,estimate,conf.low,conf.high,adj.p.value
Conditions:act,7 km.h-1:GT3X+ (wrist)-3 km.h-1:ACTT (wrist),0,51.93369014062044,41.953658616057005,61.91372166518388,0
Conditions:act,9 km.h-1:GT3X+ (wrist)-3 km.h-1:ACTT (wrist),0,76.93951013344252,66.86749480702632,87.01152545985873,0
Conditions:act,7 km.h-1:ACTT (wrist)-5 km.h-1:ACTT (wrist),0,95.87147186229014,85.89144033772669,105.85150338685358,0
Conditions:act,9 km.h-1:ACTT (wrist)-5 km.h-1:ACTT (wrist),0,140.8367766312037,130.76476130478747,150.9087919576199,0
Conditions:act,Rest:GT3X+ (wrist)-5 km.h-1:ACTT (wrist),0,-93.8859127043754,-103.86594422893884,-83.90588117981196,0
Conditions:act,3 km.h-1:GT3X+ (wrist)-5 km.h-1:ACTT (wrist),0,-50.20043766167919,-60.180469186242625,-40.22040613711575,0
Conditions:act,5 km.h-1:GT3X+ (wrist)-5 km.h-1:ACTT (wrist),0,-26.41531575020437,-36.39534727476781,-16.435284225640935,1.5920598173124745e-13
Conditions:act,7 km.h-1:GT3X+ (wrist)-5 km.h-1:ACTT (wrist),0,29.887756602233594,19.907725077670158,39.86778812679703,1.488809076022335e-13
Conditions:act,9 km.h-1:GT3X+ (wrist)-5 km.h-1:ACTT (wrist),0,54.89357659505568,44.82156126863947,64.96559192147188,0
Conditions:act,9 km.h-1:ACTT (wrist)-7 km.h-1:ACTT (wrist),0,44.96530476891357,34.89328944249736,55.037320095329775,0
Conditions:act,Rest:GT3X+ (wrist)-7 km.h-1:ACTT (wrist),0,-189.75738456666554,-199.73741609122897,-179.7773530421021,0
Conditions:act,3 km.h-1:GT3X+ (wrist)-7 km.h-1:ACTT (wrist),0,-146.07190952396934,-156.05194104853277,-136.0918779994059,0
Conditions:act,5 km.h-1:GT3X+ (wrist)-7 km.h-1:ACTT (wrist),0,-122.2867876124945,-132.26681913705795,-112.30675608793106,0
Conditions:act,7 km.h-1:GT3X+ (wrist)-7 km.h-1:ACTT (wrist),0,-65.98371526005654,-75.96374678461999,-56.003683735493105,0
Conditions:act,9 km.h-1:GT3X+ (wrist)-7 km.h-1:ACTT (wrist),0,-40.97789526723446,-51.049910593650665,-30.90587994081825,0
Conditions:act,Rest:GT3X+ (wrist)-9 km.h-1:ACTT (wrist),0,-234.7226893355791,-244.79470466199533,-224.65067400916288,0
Conditions:act,3 km.h-1:GT3X+ (wrist)-9 km.h-1:ACTT (wrist),0,-191.03721429288288,-201.1092296192991,-180.96519896646666,0
Conditions:act,5 km.h-1:GT3X+ (wrist)-9 km.h-1:ACTT (wrist),0,-167.2520923814081,-177.3241077078243,-157.18007705499187,0
Conditions:act,7 km.h-1:GT3X+ (wrist)-9 km.h-1:ACTT (wrist),0,-110.94902002897011,-121.02103535538632,-100.8770047025539,0
Conditions:act,9 km.h-1:GT3X+ (wrist)-9 km.h-1:ACTT (wrist),0,-85.94320003614803,-96.1063666804497,-75.78003339184636,0
Conditions:act,3 km.h-1:GT3X+ (wrist)-Rest:GT3X+ (wrist),0,43.68547504269622,33.70544351813278,53.665506567259655,0
Conditions:act,5 km.h-1:GT3X+ (wrist)-Rest:GT3X+ (wrist),0,67.47059695417103,57.49056542960759,77.45062847873447,0
Conditions:act,7 km.h-1:GT3X+ (wrist)-Rest:GT3X+ (wrist),0,123.773669306609,113.79363778204555,133.75370083117244,0
Conditions:act,9 km.h-1:GT3X+ (wrist)-Rest:GT3X+ (wrist),0,148.77948929943108,138.70747397301486,158.8515046258473,0
Conditions:act,5 km.h-1:GT3X+ (wrist)-3 km.h-1:GT3X+ (wrist),0,23.785121911474818,13.80509038691138,33.765153436038254,1.7541523789077473e-13
Conditions:act,7 km.h-1:GT3X+ (wrist)-3 km.h-1:GT3X+ (wrist),0,80.08819426391278,70.10816273934934,90.06822578847623,0
Conditions:act,9 km.h-1:GT3X+ (wrist)-3 km.h-1:GT3X+ (wrist),0,105.09401425673487,95.02199893031866,115.16602958315107,0
Conditions:act,7 km.h-1:GT3X+ (wrist)-5 km.h-1:GT3X+ (wrist),0,56.303072352437965,46.32304082787453,66.28310387700141,0
Conditions:act,9 km.h-1:GT3X+ (wrist)-5 km.h-1:GT3X+ (wrist),0,81.30889234526005,71.23687701884384,91.38090767167625,0
Conditions:act,9 km.h-1:GT3X+ (wrist)-7 km.h-1:GT3X+ (wrist),0,25.005819992822083,14.933804666405873,35.07783531923829,1.290079154614432e-13
