+-------------+ Condor Instruments Report +-------------+
SOFTWARE_VERSION : 1.0.23
LOG_FILE_VERSION : 1.0.2
SUBJECT_NAME : Piloto ActTrust
SUBJECT_GENDER : Other
SUBJECT_DATE_OF_BIRTH : 01/01/2000
SUBJECT_DESCRIPTION : Primeiro dia de teste Piloto
DEVICE_ID : 3020
DEVICE_MODEL : ActTrust1
HARDWARE_VERSION : 3.5
FIRMWARE_VERSION : 3.8
MEMORY_SIZE : 7987712
LOG_SIZE : 7987708
MEMORY_USAGE : 100.00 %
BATTERY_VOLTAGE : 4.21875
ERROR_FLAG : 0
ERROR_CODE : 0
POWER_DOWN_FLAG : 1
TAT_THRESHOLD : 1024
ORIENTATION : 0
MODE : PIM/TAT/ZCM
INTERVAL : 1
DATA_CORRECTION : 0
DATA_CORRECTION_DESCRIPTION : Nenhum
FILE_DATE_TIME : 09/05/2022 09:12:44
CONNECTION_SYSTEM_DATE_TIME : 09/05/2022 09:02:57
CONNECTION_DEVICE_DATE_TIME : 09/05/2022 09:02:58
+-------------------------------------------------------+
DATE/TIME;MS;EVENT;TEMPERATURE;EXT TEMPERATURE;ORIENTATION;PIM;PIMn;TAT;TATn;ZCM;ZCMn;LIGHT;AMB LIGHT;RED LIGHT;GREEN LIGHT;BLUE LIGHT;IR LIGHT;UVA LIGHT;UVB LIGHT;STATE
03/05/2022 14:40:45;0;0;28.36;25.27;0;7598;126.633;618;10.3;190;3.16667;0.33;0.13;0.07;0.04;0.03;0.03;0.00;0.00;0
03/05/2022 14:41:45;0;0;28.83;25.89;0;1720;28.6667;121;2.01667;43;0.716667;0.59;0.24;0.15;0.06;0.04;0.07;0.00;0.00;0
03/05/2022 14:42:45;0;0;29.11;26.38;0;31;0.516667;3;0.05;0;0;0.54;0.22;0.13;0.06;0.04;0.07;0.00;0.00;0
03/05/2022 14:43:45;0;0;29.37;26.75;0;1020;17;77;1.28333;20;0.333333;0.53;0.21;0.13;0.06;0.04;0.07;0.00;0.00;0
03/05/2022 14:44:45;0;0;29.49;27.05;0;416;6.93333;46;0.766667;0;0;0.38;0.15;0.09;0.05;0.03;0.05;0.00;0.00;0
03/05/2022 14:45:45;0;0;29.64;27.27;0;74;1.23333;3;0.05;0;0;0.35;0.14;0.08;0.04;0.03;0.04;0.00;0.00;0
03/05/2022 14:46:45;0;0;29.74;27.45;0;661;11.0167;98;1.63333;1;0.0166667;0.40;0.16;0.10;0.05;0.03;0.05;0.00;0.00;0
03/05/2022 14:47:45;0;0;29.82;27.60;0;794;13.2333;99;1.65;0;0;0.40;0.16;0.10;0.05;0.03;0.05;0.00;0.00;0
03/05/2022 14:48:45;0;0;29.91;27.72;0;961;16.0167;119;1.98333;2;0.0333333;0.41;0.17;0.10;0.05;0.03;0.05;0.00;0.00;0
03/05/2022 14:49:45;0;0;29.99;27.83;0;980;16.3333;115;1.91667;0;0;0.41;0.17;0.10;0.05;0.03;0.05;0.00;0.00;0
03/05/2022 14:50:45;0;0;30.03;27.91;0;740;12.3333;82;1.36667;0;0;0.41;0.17;0.10;0.05;0.03;0.05;0.00;0.00;0
03/05/2022 14:51:45;0;0;30.09;27.97;0;1813;30.2167;141;2.35;17;0.283333;0.42;0.17;0.10;0.05;0.03;0.05;0.00;0.00;0
03/05/2022 14:52:45;0;0;30.16;28.06;0;4573;76.2167;328;5.46667;90;1.5;0.43;0.17;0.09;0.06;0.04;0.04;0.00;0.00;0
03/05/2022 14:53:45;0;0;30.17;28.15;0;6708;111.8;460;7.66667;152;2.53333;0.39;0.16;0.08;0.06;0.04;0.04;0.00;0.00;0
03/05/2022 14:54:45;0;0;30.14;28.19;0;6670;111.167;450;7.5;177;2.95;0.38;0.16;0.08;0.06;0.03;0.04;0.00;0.00;0
03/05/2022 14:55:45;0;0;30.12;28.21;0;6623;110.383;452;7.53333;167;2.78333;0.39;0.16;0.08;0.06;0.04;0.04;0.00;0.00;0
03/05/2022 14:56:45;0;0;30.09;28.21;0;6636;110.6;470;7.83333;177;2.95;0.38;0.16;0.08;0.06;0.04;0.04;0.00;0.00;0
03/05/2022 14:57:45;0;0;30.02;28.19;0;6635;110.583;445;7.41667;164;2.73333;0.39;0.16;0.08;0.06;0.03;0.04;0.00;0.00;0
03/05/2022 14:58:45;0;0;29.97;28.19;0;6393;106.55;433;7.21667;154;2.56667;0.39;0.16;0.08;0.06;0.03;0.04;0.00;0.00;0
03/05/2022 14:59:45;0;0;29.93;28.17;0;6303;105.05;420;7;159;2.65;0.39;0.16;0.08;0.06;0.04;0.04;0.00;0.00;0
03/05/2022 15:00:45;0;0;29.89;28.15;0;6092;101.533;439;7.31667;143;2.38333;0.39;0.16;0.08;0.06;0.04;0.04;0.00;0.00;0
03/05/2022 15:01:45;0;0;29.90;28.17;0;6212;103.533;445;7.41667;140;2.33333;0.39;0.16;0.08;0.06;0.03;0.04;0.00;0.00;0
03/05/2022 15:02:45;0;0;29.90;28.19;0;3392;56.5333;239;3.98333;70;1.16667;0.39;0.16;0.08;0.06;0.04;0.04;0.00;0.00;0
03/05/2022 15:03:45;0;0;29.95;28.23;0;270;4.5;23;0.383333;1;0.0166667;0.46;0.18;0.10;0.06;0.04;0.05;0.00;0.00;0
03/05/2022 15:04:45;0;0;30.08;28.40;0;23;0.383333;1;0.0166667;0;0;0.49;0.20;0.11;0.07;0.04;0.05;0.00;0.00;0
03/05/2022 15:05:45;0;0;30.17;28.57;0;45;0.75;5;0.0833333;0;0;0.51;0.21;0.11;0.07;0.04;0.05;0.00;0.00;0
03/05/2022 15:06:45;0;0;30.29;28.72;0;203;3.38333;15;0.25;5;0.0833333;0.56;0.23;0.11;0.09;0.05;0.05;0.00;0.00;0
03/05/2022 15:07:45;0;0;30.35;28.85;0;3308;55.1333;184;3.06667;116;1.93333;0.51;0.21;0.09;0.09;0.04;0.05;0.00;0.00;0
03/05/2022 15:08:45;0;0;30.31;28.88;0;9766;162.767;492;8.2;433;7.21667;0.40;0.16;0.08;0.06;0.04;0.04;0.00;0.00;0
03/05/2022 15:09:45;0;0;30.28;28.85;0;10224;170.4;474;7.9;490;8.16667;0.40;0.16;0.08;0.06;0.04;0.04;0.00;0.00;0
03/05/2022 15:10:45;0;0;30.24;28.77;0;10542;175.7;515;8.58333;496;8.26667;0.40;0.16;0.08;0.06;0.04;0.04;0.00;0.00;0
03/05/2022 15:11:45;0;0;30.18;28.69;0;10344;172.4;526;8.76667;471;7.85;0.40;0.16;0.08;0.06;0.04;0.04;0.00;0.00;0
03/05/2022 15:12:45;0;0;30.14;28.59;0;9864;164.4;509;8.48333;452;7.53333;0.43;0.17;0.08;0.07;0.04;0.04;0.00;0.00;0
