+-------------+ Condor Instruments Report +-------------+
SOFTWARE_VERSION : 1.0.13
SUBJECT_NAME : Piloto ActTrust
SUBJECT_GENDER : Other
SUBJECT_DATE_OF_BIRTH : 01/01/2000
SUBJECT_DESCRIPTION : Primeiro dia de teste piloto
DEVICE_ID : 3052
DEVICE_MODEL : ActTrust1
HARDWARE_VERSION : 3.5
FIRMWARE_VERSION : 3.8
MEMORY_SIZE : 7987712
LOG_SIZE : 1293039
BATTERY_VOLTAGE : 4.21875
ERROR_FLAG : 0
ERROR_CODE : 0
POWER_DOWN_FLAG : 0
TAT_THRESHOLD : 1024
ORIENTATION : 0
MODE : PIM/TAT/ZCM
INTERVAL : 1
DATA_CORRECTION : 0
DATA_CORRECTION_DESCRIPTION : Nenhum
DATE_TIME : 11/04/2022 13:42:56
+-------------------------------------------------------+
DATE/TIME;PIM
21/03/2022 11:19:00;0
21/03/2022 11:19:01;0
21/03/2022 11:19:02;0
21/03/2022 11:19:03;0
21/03/2022 11:19:04;0
21/03/2022 11:19:05;0
21/03/2022 11:19:06;0
21/03/2022 11:19:07;0
21/03/2022 11:19:08;0
21/03/2022 11:19:09;0
21/03/2022 11:19:10;0
21/03/2022 11:19:11;0
21/03/2022 11:19:12;0
21/03/2022 11:19:13;0
21/03/2022 11:19:14;0
21/03/2022 11:19:15;0
21/03/2022 11:19:16;0
21/03/2022 11:19:17;0
21/03/2022 11:19:18;0
21/03/2022 11:19:19;0
21/03/2022 11:19:20;0
21/03/2022 11:19:21;0
21/03/2022 11:19:22;0
21/03/2022 11:19:23;0
21/03/2022 11:19:24;0
21/03/2022 11:19:25;0
21/03/2022 11:19:26;0
21/03/2022 11:19:27;0
21/03/2022 11:19:28;0
21/03/2022 11:19:29;0
21/03/2022 11:19:30;0
21/03/2022 11:19:31;0
21/03/2022 11:19:32;0
21/03/2022 11:19:33;0
21/03/2022 11:19:34;0
21/03/2022 11:19:35;0
21/03/2022 11:19:36;0
21/03/2022 11:19:37;0
21/03/2022 11:19:38;0
21/03/2022 11:19:39;0
21/03/2022 11:19:40;0
21/03/2022 11:19:41;0
21/03/2022 11:19:42;0
21/03/2022 11:19:43;0
21/03/2022 11:19:44;0
21/03/2022 11:19:45;0
21/03/2022 11:19:46;0
21/03/2022 11:19:47;0
21/03/2022 11:19:48;0
21/03/2022 11:19:49;0
21/03/2022 11:19:50;0
21/03/2022 11:19:51;0
21/03/2022 11:19:52;0
21/03/2022 11:19:53;0
21/03/2022 11:19:54;0
21/03/2022 11:19:55;0
21/03/2022 11:19:56;0
21/03/2022 11:19:57;0
21/03/2022 11:19:58;0
21/03/2022 11:19:59;0
21/03/2022 11:20:00;0
21/03/2022 11:20:01;0
21/03/2022 11:20:02;0
21/03/2022 11:20:03;0
21/03/2022 11:20:04;0
21/03/2022 11:20:05;0
21/03/2022 11:20:06;0
21/03/2022 11:20:07;0
21/03/2022 11:20:08;0
21/03/2022 11:20:09;0
21/03/2022 11:20:10;0
21/03/2022 11:20:11;0
21/03/2022 11:20:12;0
21/03/2022 11:20:13;0
21/03/2022 11:20:14;0
21/03/2022 11:20:15;0
21/03/2022 11:20:16;0
21/03/2022 11:20:17;0
21/03/2022 11:20:18;0
21/03/2022 11:20:19;0
21/03/2022 11:20:20;0
21/03/2022 11:20:21;0
21/03/2022 11:20:22;0
21/03/2022 11:20:23;0
21/03/2022 11:20:24;0
21/03/2022 11:20:25;0
21/03/2022 11:20:26;0
21/03/2022 11:20:27;0
21/03/2022 11:20:28;0
21/03/2022 11:20:29;0
21/03/2022 11:20:30;0
21/03/2022 11:20:31;0
21/03/2022 11:20:32;0
21/03/2022 11:20:33;0
21/03/2022 11:20:34;0
21/03/2022 11:20:35;0
21/03/2022 11:20:36;0
21/03/2022 11:20:37;0
21/03/2022 11:20:38;0
21/03/2022 11:20:39;0
21/03/2022 11:20:40;0
21/03/2022 11:20:41;0
21/03/2022 11:20:42;0
21/03/2022 11:20:43;0
21/03/2022 11:20:44;0
21/03/2022 11:20:45;0
21/03/2022 11:20:46;0
21/03/2022 11:20:47;0
21/03/2022 11:20:48;0
21/03/2022 11:20:49;0
21/03/2022 11:20:50;0
21/03/2022 11:20:51;0
21/03/2022 11:20:52;0
21/03/2022 11:20:53;0
21/03/2022 11:20:54;0
21/03/2022 11:20:55;0
21/03/2022 11:20:56;0
21/03/2022 11:20:57;0
21/03/2022 11:20:58;0
21/03/2022 11:20:59;0
21/03/2022 11:21:00;0
21/03/2022 11:21:01;0
21/03/2022 11:21:02;0
21/03/2022 11:21:03;0
21/03/2022 11:21:04;0
21/03/2022 11:21:05;0
21/03/2022 11:21:06;0
21/03/2022 11:21:07;0
21/03/2022 11:21:08;0
21/03/2022 11:21:09;0
21/03/2022 11:21:10;0
21/03/2022 11:21:11;0
21/03/2022 11:21:12;0
21/03/2022 11:21:13;0
21/03/2022 11:21:14;0
21/03/2022 11:21:15;0
21/03/2022 11:21:16;0
21/03/2022 11:21:17;0
21/03/2022 11:21:18;0
21/03/2022 11:21:19;0
21/03/2022 11:21:20;0
21/03/2022 11:21:21;0
21/03/2022 11:21:22;0
21/03/2022 11:21:23;0
21/03/2022 11:21:24;0
21/03/2022 11:21:25;0
21/03/2022 11:21:26;0
21/03/2022 11:21:27;0
21/03/2022 11:21:28;0
21/03/2022 11:21:29;0
21/03/2022 11:21:30;0
21/03/2022 11:21:31;0
21/03/2022 11:21:32;0
21/03/2022 11:21:33;0
21/03/2022 11:21:34;0
21/03/2022 11:21:35;0
